Fond,ISIN,Fond Bolag,Region,Kategori,ID
Swedbank Robur Kinafond A,SE0001691502,Swedbank Robur,,,41067
Swedbank Robur Nordenfond,SE0000537722,Swedbank Robur,,,1636
Swedbank Robur Ny Teknik A,SE0000709123,Swedbank Robur,,,1933
Swedbank Robur Obligation A,SE0000602260,Swedbank Robur,,,1731
Swedbank Robur Obligation B,SE0016785885,Swedbank Robur,,,1293119
Swedbank Robur Obligation Plus A,SE0000543076,Swedbank Robur,,,2077
Swedbank Robur Realränta A,SE0000987224,Swedbank Robur,,,2123
Swedbank Robur Räntefond Flexibel A,SE0005731189,Swedbank Robur,,,483960
Swedbank Robur Räntefond Kort A,SE0000543043,Swedbank Robur,,,2026
Swedbank Robur Selection 25,SE0011643568,Swedbank Robur,,,907815
Swedbank Robur Selection 50,SE0011643584,Swedbank Robur,,,907814
Swedbank Robur Selection 75,SE0011643592,Swedbank Robur,,,907813
Swedbank Robur Small Cap EM A,SE0011643618,Swedbank Robur,,,933765
Swedbank Robur Small Cap USA A,SE0012729515,Swedbank Robur,,,1009153
Swedbank Robur Småbolagsfond Europa A,SE0000542771,Swedbank Robur,,,936
Swedbank Robur Småbolagsfond Glb A,SE0000539439,Swedbank Robur,,,2241
Swedbank Robur Småbolagsfond Norden A,SE0000537706,Swedbank Robur,,,1678
Swedbank Robur Småbolagsfond Sverige A,SE0000602302,Swedbank Robur,,,2008
Swedbank Robur Sverigefond A,SE0000996233,Swedbank Robur,,,1870
Swedbank Robur Technology A,SE0000538944,Swedbank Robur,,,363
Swedbank Robur Transition Energy A,SE0000538969,Swedbank Robur,,,491
Swedbank Robur Transition Global A,SE0000537680,Swedbank Robur,,,1871
Swedbank Robur Transition Sweden A,SE0000709016,Swedbank Robur,,,1891
Swedbank Robur USA A,SE0000539470,Swedbank Robur,,,1476
Swedish Sustainable Leaders A,SE0005849833,Navigera,,,512875
Tellus Globala Investmentbolag,SE0004646628,Tellus,,,353095
Tellus Midas,SE0001891508,Tellus,,,75253
Templeton Asian Growth A(acc)USD,LU0128522157,Franklin Templeton,,,51
Templeton Asian Smlr Coms A(acc)USD,LU0390135332,Franklin Templeton,,,157697
Templeton BRIC A(acc)USD,LU0229945570,Franklin Templeton,,,39649
Templeton China A(acc)USD,LU0052750758,Franklin Templeton,,,72
Templeton Em Mkts Smlr Coms A(acc)USD,LU0300738514,Franklin Templeton,,,111428
Templeton Emerging Markets A(acc)USD,LU0128522744,Franklin Templeton,,,2187
Templeton Emerging Mkts Bd A(acc)SEK-H1,LU0563142610,Franklin Templeton,,,263949
Templeton Emerging Mkts Bd A(Qdis)USD,LU0029876355,Franklin Templeton,,,1689
Templeton Euroland A (Acc) EUR,LU0093666013,Franklin Templeton,,,735
Templeton Eurp Sm-Mid Cap A(acc)EUR,LU0138075311,Franklin Templeton,,,701
Templeton Frontier Markets A(acc)USD,LU0390136736,Franklin Templeton,,,157891
Templeton Glb Climate Change A (acc) EUR,LU0128520375,Franklin Templeton,,,2410
Templeton Global A(acc)USD,LU0128525929,Franklin Templeton,,,2411
Templeton Global Bond A(acc)EUR,LU0152980495,Franklin Templeton,,,33107
Templeton Global Bond A(acc)SEK-H1,LU0476944003,Franklin Templeton,,,212549
Templeton Global Bond A(Mdis)USD,LU0029871042,Franklin Templeton,,,2482
Templeton Global Smaller Coms A(acc)USD,LU0128526141,Franklin Templeton,,,2412
Templeton Global Ttl Ret A(acc)SEK-H1,LU0563142883,Franklin Templeton,,,263948
Templeton Latin America A(acc)USD,LU0128526570,Franklin Templeton,,,1373
Tenoris One,SE0014808416,AIFM Capital AB,,,1145781
Thematica – Future Mobility Retl SEK Acc,LU1814397268,IPConcept (Luxemburg) SA,,,1158131
Threadneedle (Lux) American Abs Alp AU,LU0515763737,Threadneedle,,,289937
Threadneedle (Lux) American AU,LU0061475181,Threadneedle,,,289895
Threadneedle (Lux) American Select AU,LU0112528004,Threadneedle,,,289909
Threadneedle (Lux) Asia Equity Inc AU,LU0061477393,Threadneedle,,,289981
Threadneedle (Lux) Enhanced Cmdts AU,LU0515768298,Threadneedle,,,289971
Threadneedle (Lux) European Select AE,LU0713326832,Threadneedle,,,376718
Threadneedle (Lux) European Strat Bd AE,LU0096353940,Threadneedle,,,289948
Threadneedle (Lux) Glb Dyn RlRet AU USD,LU0061474705,Threadneedle,,,289964
Threadneedle (Lux) Glb Smlr Coms AE,LU0570870567,Threadneedle,,,289925
Threadneedle (Lux) Glbl Mlt Ast Inc AU,LU0640488648,Threadneedle,,,376808
Threadneedle (Lux) Global Tech AU USD,LU0444971666,Threadneedle,,,289977
Threadneedle (Lux) Pan Eurp SmCp Opps AE,LU0282719219,Threadneedle,,,289924
Threadneedle (Lux) UK Eqs AG GBP Acc,LU0713318490,Threadneedle,,,376714
Threadneedle (Lux) US Contr Cr Eqs AU,LU0640476718,Threadneedle,,,376791
Threadneedle (Lux) US Hi Yld Bd AU,LU0180519315,Threadneedle,,,289923
Threadneedle(Lux) Emerging Mkt Dbt AU,LU0061474614,Threadneedle,,,289918
Threadneedle(Lux) Gl EM ST Bds AU,LU0198726373,Threadneedle,,,289940
Threadneedle(Lux) Global Em Mkt Eqs AU,LU0143863198,Threadneedle,,,289989
Threadneedle(Lux)Pan Eurp ESG Eqs AE EUR,LU0061476155,Threadneedle,,,289902
TIN Ny Teknik A,SE0012193019,TIN Fonder,,,927735
Tundra Sustainable Frontier Fund A SEK,SE0004211282,Tundra,,,404075
UB Asia REIT Plus A,FI4000081120,United Bankers,,,600080
UB EM Infra A,FI4000081153,United Bankers,,,600078
UB Europa REIT A,FI4000081187,United Bankers,,,600079
UB Global REIT A,FI4000081195,United Bankers,,,600077
UB Infra A,FI4000081211,United Bankers,,,600081
UB Nordamerika REIT A,FI4000122874,United Bankers,,,600082
UBS (Lux) BF Global Flex (EUR H) P acc,LU0487186396,UBS,,,235608
UBS (Lux) BS Asian HY $ P-acc,LU0626906662,UBS,,,345795
UBS (Lux) BS China Fxd Inc ¥ USD P acc,LU1717043670,UBS,,,1158132
UBS (Lux) BS Global Dyn $ P-acc,LU0891671751,UBS,,,462915
UBS (Lux) BS € Corp Sust € P-acc,LU0162626096,UBS,,,1825
UBS (Lux) EEF Glbl Bd $ P Acc,LU0084219863,UBS,,,82967
UBS (Lux) EF Biotech (USD) P-acc,LU0069152568,UBS,,,471
UBS (Lux) EF China Oppo(USD) P SEK acc,LU1620846664,UBS,,,766853
UBS (Lux) EF China Oppo(USD) P USD acc,LU0067412154,UBS,,,106
UBS (Lux) EF Glb Sust (USD) P-acc,LU0076532638,UBS,,,2382
UBS (Lux) EF Greater China (USD) P,LU0072913022,UBS,,,104
UBS (Lux) EF Mid Caps USA (USD) P,LU0049842262,UBS,,,1542
UBS (Lux) EF Small Caps USA (USD) P,LU0038842364,UBS,,,1619
UBS (Lux) EF Tech Opp (USD) P acc,LU0081259029,UBS,,,422
UBS (Lux) Eq Eurp Opp Sst (EUR) P acc,LU0006391097,UBS,,,674
UBS (Lux) Eq Fd EM Sst Ldrs (USD) P,LU0106959298,UBS,,,180
UBS (Lux) ES All China (USD) P acc,LU1807302812,UBS,,,925393
UBS (Lux) ES As Smlr Coms (USD) P-acc,LU0746413003,UBS,,,376651
UBS (Lux) ES Euro Countrs Inc Sust €Pacc,LU1121265208,UBS,,,700713
UBS (Lux) ES Glbl Imp (USD) EUR H P Acc,LU1679117579,UBS,,,934955
UBS (Lux) ES Glbl Imp (USD) P Acc,LU1679116845,UBS,,,924973
UBS (Lux) ES SmallCapsEurp SusEURPAcc,LU0198839143,UBS,,,4764
UBS (Lux) ES US Opp $ P Acc,LU0070848113,UBS,,,1557
UBS (Lux) ES USA Growth $ P-acc,LU0198837287,UBS,,,4766
UBS (Lux) KSS Asian Eqs $ USD P Acc,LU0235996351,UBS,,,181850
UBS (Lux) KSS Eurp Eq Val Opp EUR P-acc,LU0153925689,UBS,,,13286
UBS (Lux) KSS Glbl Allc (EUR) P,LU0197216558,UBS,,,13291
UBS European Opportunity Uncons EUR PAcc,LU0723564463,UBS,,,378656
UBS Global Emerging Market Opp USD P Acc,LU0328353924,UBS,,,259101
UBS(LUX) ES Glb HD Ss USD P-acc,LU0611173427,UBS,,,376665
UBS(Lux) Invm CHN A Opp USD P Acc USD,LU0971614614,UBS,,,1158133
Vinga Corporate Bond A,SE0013775335,AIFM Capital AB,,,1322459
White Fleet GP Bullhound GblEsportsR SEK,LU2105725381,Finserve,,,1097739
World xFund Allocation A,SE0015949904,AIFM Capital AB,,,1234480
Ålandsbanken Euro Bond B,FI0008804992,Ålandsbanken,,,237986
Ålandsbanken Euro Bond SEK,FI4000087887,Ålandsbanken,,,476836
Ålandsbanken Euro High Yield B,FI0008809892,Ålandsbanken,,,237975
Ålandsbanken Europa Aktie B,FI0008805031,Ålandsbanken,,,237981
Ålandsbanken Global Aktie B,FI0008812607,Ålandsbanken,,,118857
Ålandsbanken Green Bond ESG B,FI4000387386,Ålandsbanken,,,1009577
Ålandsbanken Kapitalförvaltning B,FI0008809934,Ålandsbanken,,,237974
Ålandsbanken Kapitalförvaltning SEK,FI4000087911,Ålandsbanken,,,476838
Ålandsbanken Kort Företagsränta,FI0008808340,Ålandsbanken,,,237973
Ålandsbanken Norden Aktie EUR,FI4000123179,Ålandsbanken,,,559855
Ålandsbanken Norden Aktie SEK,FI4000123245,Ålandsbanken,,,573156
Ålandsbanken Nordiska Småbolag S,FI4000439450,Ålandsbanken,,,1193260
Öhman Emerging Markets A,SE0004578615,Öhman,,,364655
Öhman FRN A,SE0004951283,Öhman,,,388595
Öhman Företagsobligationsfond A,SE0001095506,Öhman,,,1833
Öhman Global A,SE0000533945,Öhman,,,510
Öhman Global Growth A,SE0000493546,Öhman,,,372
Öhman Global Småbolag A,SE0013041654,Öhman,,,1025147
Öhman Grön Obligationsfond A,SE0010324384,Öhman,,,795454
Öhman Hälsa och Ny Teknik A,SE0017130958,Öhman,,,1321459
Öhman Investment Grade A,SE0004391738,Öhman,,,335015
Öhman Kort Ränta A,SE0000493504,Öhman,,,2052
Öhman Marknad Europa A,SE0000577975,Öhman,,,618
Öhman Marknad Global A,SE0010049197,Öhman,,,848153
Öhman Marknad Japan A,SE0000577959,Öhman,,,1285
Öhman Marknad Pacific A,SE0000577983,Öhman,,,167
Öhman Marknad Sverige A,SE0010049213,Öhman,,,766775
Öhman Marknad USA A,SE0000577967,Öhman,,,1506
Öhman Navigator A,SE0011090182,Öhman,,,855014
Öhman Navigator B,SE0011090190,Öhman,,,909193
Öhman Obligationsfond A,SE0006338398,Öhman,,,686931
Öhman Realräntefond A,SE0001472952,Öhman,,,26827
Öhman Räntefond Kompass A,SE0006887196,Öhman,,,563115
Öhman Småbolagsfond A,SE0000432775,Öhman,,,2003
Öhman Sverige A,SE0005281953,Öhman,,,430255
Öhman Sverige Fokus A,SE0009997091,Öhman,,,855015
Öhman Sweden Micro Cap A,SE0000432809,Öhman,,,2010
