Maturity,Category,Title,Description,FRED Series ID
90y,spot_rate,90-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 90-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 90 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB90YR
90.5y,spot_rate,90.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 90.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 90.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB90Y6M
91y,spot_rate,91-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 91-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 91 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB91YR
91.5y,spot_rate,91.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 91.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 91.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB91Y6M
92y,spot_rate,92-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 92-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 92 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB92YR
92.5y,spot_rate,92.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 92.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 92.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB92Y6M
93y,spot_rate,93-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 93-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 93 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB93YR
93.5y,spot_rate,93.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 93.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 93.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB93Y6M
94y,spot_rate,94-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 94-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 94 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB94YR
94.5y,spot_rate,94.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 94.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 94.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB94Y6M
95y,spot_rate,95-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 95-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 95 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB95YR
95.5y,spot_rate,95.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 95.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 95.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB95Y6M
96y,spot_rate,96-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 96-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 96 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB96YR
96.5y,spot_rate,96.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 96.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 96.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB96Y6M
97y,spot_rate,97-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 97-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 97 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB97YR
97.5y,spot_rate,97.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 97.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 97.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB97Y6M
98y,spot_rate,98-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 98-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 98 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB98YR
98.5y,spot_rate,98.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 98.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 98.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB98Y6M
99y,spot_rate,99-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 99-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 99 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB99YR
99.5y,spot_rate,99.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 99.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 99.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB99Y6M
100y,spot_rate,100-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 100-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 100 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB100YR
